genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Folk,Dave Rawlings Machine,Short Haired Woman Blues,1HgQz73GgMLar50RZsu74m,38,0.758,0.433,403800,0.292,4.9e-05,D#,0.108,-10.45,Major,0.0288,113.007,4/4,0.17
Opera,Giuseppe Verdi,"La traviata, Act II: De' miei bollenti spiriti",2pCmb5zoKD08xx1MRiQ2bP,15,0.924,0.3,126280,0.0828,0.0,D#,0.0952,-24.443,Major,0.0416,134.883,4/4,0.189
Pop,Paula Abdul,Straight Up,5xl5582IihbEZAnfj0xyso,64,0.267,0.769,250032,0.826,0.0177,G,0.0638,-8.252,Major,0.0624,95.862,4/4,0.762
Reggae,Pacific Dub,Riptide,3GapofL1tMxxZrR2yjrJVq,39,0.626,0.732,202286,0.568,0.0,C#,0.0987,-5.886,Minor,0.039,140.008,4/4,0.606
Classical,Ludwig van Beethoven,"Piano Concerto No.3 In C Minor, Op.37: 1. Allegro con brio - Live",7Hlirj8WRdyecJelgZwJfh,31,0.98,0.339,1015000,0.123,0.842,C,0.0686,-19.887,Minor,0.0369,136.476,4/4,0.132
Country,Kenny Chesney,Somewhere with You - Live,3u1SWj9rUNMCwxacrk8UVK,35,0.0371,0.552,268587,0.95,1.17e-05,C#,0.833,-5.205,Minor,0.0451,112.712,4/4,0.443
Ska,NOFX,The Marxist Brothers,0XeykwLHk7IEEy1sAUA6Om,33,0.000635,0.706,163960,0.914,1.07e-06,D,0.0277,-6.216,Major,0.0442,93.013,4/4,0.444
Jazz,Tito Rojas,Siempre Sere,0ViQHcFsGyynn92NTscTIN,47,0.136,0.6,321733,0.548,0.0,C,0.441,-11.252,Minor,0.0327,165.065,4/4,0.91
Pop,Post Malone,Candy Paint,32lItqlMi4LBhb4k0BaSaC,84,0.627,0.67,227533,0.654,1.02e-06,E,0.071,-5.944,Major,0.153,180.024,4/4,0.438
Dance,Snakehips,Don't Leave,0Zx8khUcEfCFK2AEoIhC92,71,0.222,0.657,214693,0.703,0.0,C#,0.256,-3.402,Major,0.0753,122.381,4/4,0.338
Alternative,Sum 41,Over My Head (Better Off Dead),3SO0vfryYv381w1ImgWONG,46,0.00227,0.444,149307,0.916,0.00295,G,0.0779,-4.394,Major,0.0822,184.292,4/4,0.848
Children’s Music,The Raconteurs,Old Enough,3KPM0UcoLiJNCgtijUBFpd,44,0.000157,0.338,237373,0.8,0.000195,G,0.212,-5.23,Major,0.0417,89.205,4/4,0.472
Anime,Yuki Hayashi,心を支配していく闇,7uJD7w3gew6PuYppCR4486,24,0.837,0.206,68907,0.606,0.891,C,0.104,-10.515,Minor,0.0468,99.16,4/4,0.0672
Children's Music,Kimbo Children's Music,Jumping Jacks (Gross Motor Coordination),5hd8U7ujUDc1dGrHTPJsoB,0,0.496,0.42,76627,0.271,6.1e-05,G,0.0896,-17.465,Minor,0.0286,98.428,4/4,0.631
World,Ron Kenoly,Hallowed Be Your Name - Live,4vEty562oOL06MMEXpstTY,26,0.0531,0.336,295267,0.141,0.0,E,0.183,-19.746,Minor,0.0398,135.466,4/4,0.0659
World,Chris Tomlin,Made To Worship,15XtAXH17Eah3pkAn4l9Oh,35,0.0151,0.256,257973,0.824,0.0,C,0.183,-4.782,Major,0.0418,81.382,4/4,0.501
Ska,The Slackers,Chewing On a Face,11dLvCqt48ejm5QsgYE4EE,17,0.00339,0.665,186062,0.647,0.000492,F,0.223,-4.434,Minor,0.0329,116.406,4/4,0.766
Pop,Trey Songz,How Dat Sound (feat. 2 Chainz & Yo Gotti),2ciMN5X2mLSwwnTX2V8oVS,66,0.158,0.767,238658,0.625,0.0,F,0.16,-3.533,Minor,0.24,144.927,4/4,0.647
Rap,Waka Flocka Flame,Hard In Da Paint,3XQY8kDjI8LARMIC9xkxQk,66,0.198,0.611,246387,0.66,0.0,B,0.365,-5.883,Major,0.0839,71.544,4/4,0.583
Pop,Michael Ray,Get To You,1RNZLo1oCpUsdZ14BoSv4I,62,0.334,0.486,192532,0.565,0.00041,D#,0.105,-5.655,Major,0.0326,167.938,4/4,0.21
Reggae,Tropidelic,Atonement,3dzwL1SGD0wcrvdIUnKIHY,21,0.308,0.783,191267,0.541,0.0,A,0.114,-7.421,Minor,0.0517,121.992,4/4,0.35
R&B,Alicia Keys,Put It In a Love Song (feat. Beyoncé Knowles),2PxefLyJ3Fw7ZZlROnbpTp,47,0.0793,0.633,195587,0.689,0.0,G#,0.296,-7.904,Major,0.285,184.872,4/4,0.654
Dance,Jeffree Star,Beauty Killer,5DcMKPtJanrOPa4rEpZwLx,41,0.000594,0.707,225453,0.732,0.206,F#,0.309,-4.64,Minor,0.0297,118.017,4/4,0.741
Alternative,The Verve,Lucky Man,2mxPSHEwjJWOQS7lGw6btF,62,0.273,0.394,293587,0.629,8.65e-05,D,0.0902,-7.584,Major,0.0292,75.991,4/4,0.181
Reggae,Tomorrow People,Don't Wanna Fight It,0noOd1oeH1UQaVI5JwNcp4,35,0.0208,0.853,221288,0.63,0.000161,F,0.078,-6.277,Major,0.0418,143.012,4/4,0.914
Folk,Hank Williams,Lovesick Blues - Show 9,6uzAorm9rlMshQ9rjKviNl,53,0.959,0.685,172227,0.35,0.0,C,0.605,-8.079,Major,0.0405,133.615,4/4,0.68
Folk,Brandi Carlile,I Belong to You,2V7fTvZ7ayvDgx1A8hqpZZ,43,0.933,0.418,270962,0.299,0.000215,B,0.111,-10.791,Major,0.0369,112.414,4/4,0.43
Rap,Kendrick Lamar,good kid,5vuJuBqwzHJgCA1ysRfwxZ,56,0.0623,0.451,214120,0.831,0.0,F,0.185,-8.641,Minor,0.307,176.162,4/4,0.41
Blues,Montrose,What Are You Waitin' For?,3WSvl0YH2Budv3H5HnFFkD,1,0.00058,0.452,228093,0.704,0.376,E,0.106,-13.027,Minor,0.0379,116.515,4/4,0.653
Electronic,What So Not,Divide & Conquer - Noisia Remix,1Cx8T4WzA1KIYSL8YpZUIA,37,0.00469,0.536,229087,0.923,0.554,C#,0.368,-4.449,Major,0.106,172.083,4/4,0.587
Pop,Natasha Bedingfield,These Words,6QLU1GKy2Zh2mOh2uoJ0TV,66,0.0322,0.734,216360,0.635,0.0,F,0.0808,-7.03,Major,0.0816,96.99,4/4,0.931
Hip-Hop,Domo Genesis,Consecutive Normal Punches (feat. Buddy),64iGsv4HCPe1etCz0y3GvQ,56,0.126,0.83,125557,0.631,0.224,C,0.12,-4.949,Major,0.296,129.021,4/4,0.358
Classical,Johannes Brahms,"Violin Concerto in D Major, Op. 77: II. Adagio (Live)",6nLFq4WKYrDmhURlsrF81p,0,0.909,0.158,549800,0.044,0.0397,C,0.118,-29.32,Major,0.041,72.312,3/4,0.0379
Comedy,Bobcat Goldthwait,Cats,1kqYujZujG3PGWaztAhwam,15,0.84,0.576,128600,0.864,0.0,C#,0.966,-6.679,Major,0.945,74.276,3/4,0.351
Soundtrack,Dario Marianelli,I Understood Something,7xfz3AV1BBySRTRdFMYnl8,28,0.984,0.162,198987,0.0198,0.869,A,0.0755,-27.682,Minor,0.0461,165.566,4/4,0.0378
World,Fatoumata Diawara,Kokoro,6eGWX5D180XeItqszoAlFk,26,0.42,0.69,216613,0.671,0.0203,D#,0.111,-8.304,Minor,0.0689,113.953,4/4,0.698
Soul,Nina Simone,Strange Fruit - Live In New York/1965,1J3Dx5aJoXl2o4mvZSZZA2,50,0.922,0.369,208933,0.0312,0.0,B,0.0731,-15.628,Minor,0.0746,171.593,5/4,0.166
Alternative,Hinder,All American Nightmare,51HpNM8RKewP5PAuBLqXwy,52,0.0008,0.469,197453,0.948,0.000381,A#,0.0916,-3.708,Major,0.0545,82.487,4/4,0.718
Classical,Johann Sebastian Bach,"Orchestral Suite No. 3 in D Major, BWV 1068: II. Air",3R1UVctFXDItsKqwDVmqrx,0,0.995,0.527,224860,0.0188,0.896,D,0.0773,-30.6,Major,0.0549,105.338,4/4,0.199
World,Christina Vantzou,11: 11,3FZ7zfIKqDA7Ggdh8YSzli,30,0.962,0.164,245271,0.105,0.897,C,0.217,-22.153,Major,0.0425,73.494,3/4,0.0312
World,Oumou Sangaré,Yere faga (feat. Tony Allen),2TdpGmTV28dk9XPJhHq1h1,35,0.393,0.738,311267,0.728,0.000199,G,0.409,-6.949,Major,0.0392,104.989,4/4,0.547
Folk,Wilson Pickett,In The Midnight Hour,4NRQwaks9r58tTDvr4iEyv,60,0.224,0.79,154947,0.553,0.0,E,0.0972,-7.108,Major,0.0386,111.544,4/4,0.873
Country,Jon Pardi,Borrowed Time,3kPWlLtHjP0jO18AaPQzsz,48,0.123,0.647,195680,0.58,0.0,G#,0.151,-7.647,Major,0.0316,85.083,4/4,0.199
Movie,Henri Salvador,"Le Loup, la Biche et le Chevalier",0v9CLOT6dEzlWFJY1Nsfie,0,0.878,0.376,152738,0.421,0.0,D#,0.355,-7.344,Major,0.0317,121.956,4/4,0.38
Folk,Joni Mitchell,Edith And The Kingpin,7CD5VhE2AWbCxqYHmpYoSi,42,0.626,0.545,215960,0.286,9.29e-06,C,0.114,-15.439,Minor,0.0269,100.465,4/4,0.303
Anime,Masaharu Fukuyama,零 -ZERO-,04pyEgfLGPt3YUjZ9wQpOB,43,0.000886,0.448,254960,0.899,8.23e-06,D,0.257,-6.364,Major,0.101,88.785,4/4,0.7
Alternative,Orbital,Halcyon and On and On,5xcunlfaZvD9BDQsLONI7A,52,0.0953,0.577,567107,0.729,0.928,B,0.184,-14.376,Minor,0.0319,126.988,4/4,0.177
Folk,Beck,Girl,3DgNj1aYbSRVoVO8yX7DRt,51,0.0543,0.681,209893,0.662,0.00512,G#,0.206,-6.526,Major,0.115,149.485,4/4,0.85
Rap,Linkin Park,Breaking The Habit,4HcDu9IGRCvSTJE4yW5Ugv,60,0.108,0.579,196907,0.849,0.0,E,0.0909,-5.218,Minor,0.0303,100.021,4/4,0.581
Dance,Don Diablo,Take Her Place (feat. A R I Z O N A),3AzvNvE3xpgelqmE5MRnbI,68,0.279,0.603,209660,0.744,4.87e-06,C,0.106,-5.724,Major,0.0458,101.991,4/4,0.605
World,Amanda Lindsey Cook,I Will Exalt,5v88SB6YKPEYidyZBAgThz,35,0.449,0.319,404880,0.304,0.0,D,0.149,-9.388,Major,0.0327,147.016,3/4,0.111
Jazz,Azymuth,Manhã,6Pr8fOfppj8C6qpkAYDDzE,35,0.605,0.475,225200,0.672,0.814,C,0.114,-11.706,Major,0.0427,91.55,4/4,0.865
Soundtrack,Vangelis,Through the Night Mist,5KFCziFQEYdfeT0BjiY0S5,38,0.978,0.224,312827,0.0645,0.955,E,0.106,-16.406,Major,0.0318,97.276,4/4,0.0387
Dance,Kesha,Finding You,1Himp3M7IH46qw2yBN1Fxy,51,0.14,0.404,172773,0.738,4.67e-05,G,0.133,-3.985,Major,0.0562,199.661,4/4,0.367
Electronic,Datsik,Pick Your Poison (feat. Kay),1WSxTPeqCTrz0qnMNeFPHW,28,0.0122,0.581,339585,0.798,0.00264,C,0.377,-5.209,Major,0.259,126.002,4/4,0.435
Dance,Tinashe,Superlove,1uTXtV2r7DSRnMGKh3HxGi,52,0.0148,0.774,183792,0.635,0.0,F,0.289,-4.991,Minor,0.0588,134.989,4/4,0.438
R&B,Pretty Ricky,Playhouse,4vExWH4YRwpynGpIoKEfUU,41,0.153,0.504,253680,0.578,0.0,G#,0.112,-6.596,Minor,0.405,90.839,5/4,0.646
Pop,Chase Rice,Eyes On You,5AnSllIrgGsCZzZJkVnApx,77,0.323,0.606,182493,0.652,0.0,A,0.201,-6.982,Major,0.0281,97.155,4/4,0.476
Country,Joe Diffie,I Got This,6hChXpg8S3osT7BC1f5vPu,36,0.0127,0.578,169533,0.646,0.0,G#,0.1,-6.759,Major,0.0387,177.011,4/4,0.393
Dance,Avril Lavigne,Head Above Water,7gY3cyGcB2wnk2xDXiA0pe,75,0.0112,0.578,220850,0.694,0.0,F,0.102,-5.351,Major,0.0706,129.921,4/4,0.268
Soundtrack,Theodore Shapiro,Love and Work,5D8b30v6Vzxnh97uqiF8ks,32,0.956,0.556,233587,0.281,0.967,D,0.112,-18.26,Major,0.0332,144.015,4/4,0.28
Children’s Music,Monte Booker,Mona Lisa,5GUvXUx0GbyBKO2f8yQxFn,66,0.692,0.586,184889,0.404,0.00372,C#,0.0908,-10.402,Minor,0.21,90.563,5/4,0.347
Comedy,Adam Sandler,My Little Chicken,3USp9kjexibbPCZEcw1J13,16,0.78,0.582,132707,0.104,2.19e-06,G,0.0866,-12.895,Major,0.1,83.012,4/4,0.219
Opera,Felicity Lott,"Zueignung No. 1, Op. 10",5dGlnoMMtG4UYasyYRfr3c,5,0.985,0.375,115387,0.0853,0.000201,C,0.0699,-19.264,Major,0.0486,77.155,1/4,0.0756
Children's Music,DanSingKids,Five little monkeys bouncing on the bed,0YBFpQlhddZFjwlXWPeKp9,15,0.6,0.902,106250,0.609,0.0,F,0.0678,-7.547,Major,0.0366,129.999,4/4,0.868
Hip-Hop,Jaden Smith,GHOST,0aWMostcnfyjuCEcO7sTz5,72,0.145,0.782,129733,0.531,0.0501,C#,0.238,-6.636,Major,0.168,148.046,4/4,0.247
Reggaeton,Alexis y Fido,Santa de Mi Devoción,08HC5yL0XpxfXr8Hy3eFlF,47,0.245,0.8,249787,0.703,0.0,C#,0.105,-5.972,Minor,0.104,95.999,4/4,0.346
Jazz,CASIOPEA,Midnight Rendezvous,5dxRmXw3CeUEvWeALoJ1b2,38,0.691,0.699,278240,0.501,0.475,E,0.326,-10.412,Minor,0.037,96.017,4/4,0.487
Pop,Céline Dion,"Because You Loved Me (Theme from ""Up Close and Personal"")",1NOeZ7ZIVKMebuza26rofd,74,0.314,0.614,273667,0.466,0.0,C#,0.099,-9.881,Major,0.0327,119.916,4/4,0.178
Folk,Wardruna,Helvegen,3TEHaGREmft4lec2TrcR8C,57,0.657,0.234,431867,0.51,0.293,F,0.545,-13.398,Minor,0.0498,100.67,4/4,0.191
Alternative,Flyleaf,All Around Me,1zN6ynJG4PdR61YWv4PQ3Y,58,0.0216,0.473,198507,0.871,0.0,A,0.0525,-4.893,Major,0.0456,146.975,4/4,0.47
Soul,The Temptations,Just My Imagination (Running Away With Me),39Bd345OWEhRNyfayhp9gv,64,0.897,0.431,228160,0.239,0.00961,C,0.179,-15.402,Major,0.0276,92.492,4/4,0.455
Rock,Crossfade,Cold,6ZxrUCaynLgKSUudACOTwj,68,6.06e-05,0.451,194227,0.815,0.0,D,0.27,-5.55,Minor,0.0368,147.974,4/4,0.618
Rap,Earl Sweatshirt,Loosie,77Zm1VR4gVmpUL9n7QOcmD,57,0.38,0.396,59293,0.859,0.0,G,0.672,-3.365,Major,0.298,59.64,4/4,0.658
Children's Music,Hushabye Baby,Grandpa (Tell Me 'Bout the Good Old Days),1URwSqXZ7e06bqlp2arm1e,5,0.712,0.776,243587,0.147,0.356,E,0.135,-17.327,Major,0.0455,100.127,4/4,0.429
Jazz,Otis Junior,3 Winds,32T6IGQ8DILQnF766YrJWt,36,0.181,0.683,168000,0.725,0.185,E,0.101,-6.581,Major,0.0389,140.093,4/4,0.752
Hip-Hop,Quavo,CHAMPAGNE ROSÉ (feat. Madonna & Cardi B),2i4WKnGYntsN4jEvDjkKBE,64,0.0372,0.86,246741,0.681,2.51e-06,D,0.0749,-7.016,Minor,0.163,153.993,4/4,0.846
Dance,Justin Bieber,Thought Of You,2iyW0eOEQ764Dz2sn8ImN9,51,0.0094,0.697,230107,0.705,6.61e-06,D,0.105,-5.032,Major,0.031,123.223,4/4,0.57
Alternative,Atmosphere,GodLovesUgly,5cq5kRxz0r21ys49CwEV45,45,0.613,0.698,230200,0.878,1.61e-05,G#,0.518,-0.307,Major,0.314,182.126,4/4,0.821
Opera,Richard Wagner,"Das Rheingold, WWV 86A / Vierte Szene: ""Wohlan, die Niblungen rief ich mir nah""",2iqEXijiLjipXShaDuG3Ye,5,0.951,0.261,179630,0.0492,0.0333,A#,0.117,-21.049,Minor,0.0336,81.122,3/4,0.181
Rock,SALES,Chinese New Year,6axvnGwB3rtoriGI1lPhTz,54,0.759,0.744,160000,0.845,0.232,E,0.1,-7.422,Minor,0.253,75.221,4/4,0.749
R&B,Akon,I Wanna Love You - Album Version (Edited),0YjYze0euHZDAZlOE7F6k5,45,0.0529,0.864,247053,0.465,1.86e-06,A,0.32,-9.331,Minor,0.039,99.963,4/4,0.353
Rock,Blue Öyster Cult,Burnin' for You,3fkPMWQ6cBNBLuFcPyMS8s,66,0.106,0.532,271000,0.728,0.0108,A,0.0849,-9.079,Minor,0.0352,134.303,4/4,0.69
Soundtrack,Jack Wall,Reflections,66WtOKv82pKklUX3k98PY7,35,0.816,0.266,79573,0.234,0.983,D,0.109,-21.337,Minor,0.0301,80.175,4/4,0.15
Indie,Modest Mouse,Sleepwalking (Couples Only Dance Prom Night),4PCRawItOrjbAqZnZTBsca,48,0.723,0.326,202440,0.23,6.27e-06,C,0.178,-14.018,Major,0.06,174.795,3/4,0.538
World,Bembeya Jazz National,Kana Sarakabö,3QOllXZu7hOPu3Vv29XVZG,35,0.316,0.55,361125,0.843,0.224,B,0.123,-7.369,Minor,0.0449,171.2,3/4,0.942
Anime,Nobuo Uematsu,In the Shadow of the Colossus,5GZnq300SV6v9sPaPcenIX,18,7.26e-05,0.562,208197,0.745,0.958,E,0.21,-6.989,Minor,0.0309,152.039,1/4,0.597
Soul,The Spinners,Could It Be I'm Falling In Love - Henry Street Mix,2O0i18nCAeeKefzzFqLqbw,38,0.0257,0.77,300640,0.494,6.98e-06,C,0.485,-9.396,Major,0.0514,104.099,4/4,0.788
Dance,Akon,I Wanna Love You - Album Version (Edited),0YjYze0euHZDAZlOE7F6k5,44,0.0529,0.864,247053,0.465,1.86e-06,A,0.32,-9.331,Minor,0.039,99.963,4/4,0.353
Electronic,Crazy P,Echo,1n1B0HUz8e8rp89QWx1IKC,47,0.137,0.761,425563,0.7,0.58,G,0.0731,-9.494,Minor,0.0431,120.008,4/4,0.689
Comedy,Ese Wey,Monterrey,7e6uhbuMCPJx4dhztewJct,27,0.731,0.591,50688,0.338,0.0,C#,0.761,-16.907,Major,0.927,88.466,1/4,0.56
Soundtrack,Trent Reznor,Perpetual,7jno7iwg7x7ev4SKPIktLr,26,0.689,0.615,240560,0.328,0.933,G,0.109,-18.467,Major,0.0556,160.072,4/4,0.0798
Pop,Logic,Midnight,1GtVGc1UYin3zpMUdNSSpM,70,0.09,0.566,241427,0.586,0.0,A,0.0976,-7.444,Minor,0.131,95.032,4/4,0.273
Folk,Mipso,Take Your Records Home,5AFQDxw3cN0whBaFmQnEb4,49,0.941,0.493,176653,0.185,3.24e-05,F#,0.116,-12.334,Major,0.0295,131.527,4/4,0.276
Dance,Thomas & Friends,Roll Call,30sYZ2GDtqrvk0GijyKD9Q,48,0.396,0.74,99453,0.542,0.0,A,0.455,-5.78,Major,0.0393,181.91,4/4,0.969
Dance,Jagged Edge,He Can't Love U,3VEZvzr84WVnoorZ4tlBSw,49,0.112,0.721,244053,0.836,0.0,G#,0.235,-3.972,Minor,0.206,126.279,4/4,0.508
Classical,Georges Bizet,Bizet: Carmen: L'amour est un oiseau rebelle: Habanera - Act One,0lgEqdn3soGF9YcgxoK0BL,34,0.993,0.241,258533,0.2,0.0638,D,0.315,-20.7,Major,0.137,81.503,3/4,0.211
Opera,Giuseppe Verdi,"Falstaff, Act I Pt. 1: Falstaff! Olà! (Live)",2KWAaQO3D8FFTCrN66WGoG,8,0.974,0.452,283333,0.17,2.55e-05,C,0.374,-21.543,Major,0.0771,128.881,4/4,0.314
Reggaeton,Valentino,Tú Y Yo (feat. Nicky Jam & Justin Quiles),58smOywZbVu8AjWutppiQA,73,0.199,0.805,200093,0.786,0.0,C#,0.197,-4.418,Major,0.0364,94.983,4/4,0.751
World,The Touré-Raichel Collective,Azawade,7dHowm9WlK1gOuEuM0bd7m,47,0.528,0.349,492320,0.44,0.866,F,0.111,-13.135,Minor,0.0422,169.356,4/4,0.31
Country,Kacey Musgraves,High Horse,2U2Z1IXnmJIvlknWizFykZ,73,0.0325,0.725,213693,0.674,3.55e-06,B,0.0531,-5.254,Minor,0.0363,120.057,4/4,0.773
Anime,SID,Nomad,1Bv2NEDcwzRXXhSOFLj2an,17,0.00235,0.504,279973,0.844,3.47e-06,D,0.136,-3.702,Major,0.0409,119.97,4/4,0.525
Reggaeton,Ozuna,Aunque Me Porte Mal,1wxjIhZIcFq3Rrk0zsxHp8,63,0.102,0.82,201227,0.723,0.0,A#,0.0976,-3.611,Minor,0.0608,95.988,4/4,0.785
Soundtrack,Henry Jackman,A Normal Life,3m8FHmWMmzGKJwkMVSBgXW,38,0.937,0.233,77200,0.0645,0.749,E,0.125,-24.336,Minor,0.0453,149.682,4/4,0.0747
R&B,Star Cast,"Breathe - From “Star"" Season 3",7mPprHPZeASUN55xAsKDLa,45,0.633,0.347,150160,0.547,0.0,G#,0.114,-5.924,Major,0.0636,170.017,4/4,0.541
World,Szun Waves,Temple,7LCP0k75BPqaSSWtpdxzvd,27,0.445,0.247,411759,0.573,0.204,A#,0.0989,-8.708,Major,0.0386,120.702,4/4,0.0374
Country,George Jones,I Gotta Get Drunk,2uUhWqoiyp1wKJC81vKaJ4,40,0.339,0.61,130733,0.429,0.0,D,0.0654,-14.012,Major,0.0826,161.902,4/4,0.865
R&B,Chris Brown,New Flame,3nw9J97nUugT84SIJdjhAV,70,0.0649,0.709,244133,0.638,0.0,C#,0.0969,-4.3,Major,0.0405,141.994,4/4,0.468
Classical,Pyotr Ilyich Tchaikovsky,Andante cantabile (arr. from String Quartet No. 1),3i8auRQaMorXGYwHbfwpye,34,0.961,0.124,510013,0.0272,0.313,F#,0.0918,-28.14,Major,0.0475,89.636,4/4,0.0356
World,Philip Glass,Escape!,3zFofKEM4xVGo7T6pOxeOZ,36,0.914,0.315,231133,0.0203,0.801,A,0.105,-27.269,Minor,0.0351,97.472,4/4,0.053
Electronic,TroyBoi,Afterhours feat. Diplo & Nina Sky,1gV0hgMNdpSWeW7ZjSUKnX,60,0.089,0.74,275604,0.831,0.0,C#,0.0837,-3.828,Major,0.0423,91.026,4/4,0.357
Soul,Janet Jackson,Rhythm Nation,4nTYxxF8iWBq54LO3dBUie,50,0.0566,0.637,330933,0.933,0.093,C#,0.561,-7.756,Major,0.071,109.111,4/4,0.687
Folk,Jacob Lee,Slip,2Ria6oMsP7RdfyALZsjmLu,49,0.441,0.628,245385,0.447,0.0,C#,0.0824,-5.122,Minor,0.0374,149.773,3/4,0.236
Comedy,Gary Gulman,Grapes vs. Grapefruit,2bLIPhl913PA75cXATsij8,15,0.775,0.666,196096,0.256,0.0,G,0.51,-20.147,Minor,0.961,70.779,3/4,0.437
Dance,Sia,Bring Night,1gni0TfcnJB5Wn3VZnTuet,51,0.00777,0.674,177520,0.895,0.00248,F,0.0743,-3.505,Major,0.0803,139.842,4/4,0.504
Country,"Crosby, Stills & Nash",Wooden Ships - Remastered,39m6vOwUEgjErRnsm93wu2,53,0.666,0.475,326293,0.303,0.0765,E,0.112,-13.39,Minor,0.0313,79.202,4/4,0.57
Blues,The Silhouettes,Get a Job,21NhrNOfIoakyWISXUMkFN,43,0.652,0.625,169707,0.425,0.000525,G,0.124,-9.962,Major,0.0359,80.024,4/4,0.829
Comedy,Matt Braunger,Let's Start Knocking,4ql9gguQtaHKwzvwuPmWXW,24,0.722,0.709,210302,0.666,0.0,D,0.951,-11.835,Major,0.832,111.23,4/4,0.397
Rap,Ouse,Solitude,3Zhxjznt97x8iOOWsAH7iW,51,0.183,0.802,127310,0.254,1.65e-05,F,0.0803,-16.156,Major,0.059,125.05,4/4,0.282
Jazz,Skinshape,After Midnight,0L2Q17joitlk1BxqKbbUyM,41,0.526,0.652,283107,0.31,0.686,D,0.115,-13.865,Minor,0.0324,131.973,4/4,0.294
Hip-Hop,Jeezy,Hustlaz Ambition,2VEKx2NlpIPm9ISh96Wkfb,51,0.000469,0.683,219933,0.769,0.00226,B,0.303,-7.108,Minor,0.227,142.827,4/4,0.475
R&B,Stwo,Neither Do I,4IYmJKwEsFTwQUdzsWSiv1,64,0.453,0.812,220000,0.398,5.4e-06,A,0.12,-9.832,Minor,0.105,119.955,4/4,0.189
World,LIFE Worship,We Believe - Live,6SKNe1vzI2lCiXMjHI2s43,30,0.00282,0.552,283373,0.743,0.000274,D,0.63,-6.751,Major,0.0346,127.955,4/4,0.0497
Opera,Jules Massenet,Werther: Pourquoi me réveiller,16Q7xwbycWM632l4mp37zp,9,0.977,0.189,178907,0.0783,0.56,F#,0.209,-19.691,Minor,0.0398,100.712,3/4,0.0397
Indie,Generationals,Silent Ocean,5mztiFiM5Isa03vaP1mYBE,45,0.0737,0.672,267147,0.734,0.00845,A,0.0864,-6.241,Major,0.0575,180.008,4/4,0.71
Reggaeton,Vico C,El Corazon Se Pone Bruto,40CqhkH6VMC8qOxjEdrPTX,28,0.497,0.668,201874,0.841,0.0,A,0.0936,-3.974,Major,0.315,180.051,4/4,0.778
Rock,Billy Idol,Mony Mony,3GfGTJ2xzC0rqKgdjNJLOC,57,0.004,0.701,300213,0.758,0.0,C#,0.13,-5.568,Major,0.0405,135.188,4/4,0.344
Pop,One Direction,Midnight Memories,5wjmqUGN7vrAqFqDWrywlZ,66,0.00725,0.432,176320,0.868,0.0,F#,0.233,-2.01,Minor,0.0882,156.128,4/4,0.567
Opera,Jean-Baptiste Lully,Bois Epais,42x0m89O37QZHboxg6CJr8,6,0.981,0.134,167320,0.0419,0.128,F,0.109,-22.276,Major,0.0451,175.506,5/4,0.048
Reggae,Bumpin Uglies,Sophia's Song,7AAUICcm0raId5sxKhjD9a,25,0.818,0.589,238407,0.455,0.000241,G#,0.219,-8.742,Major,0.0308,80.398,4/4,0.473
Anime,majiko,Himitsu Kichi,3kIw3BB7GQXPUTX0jKsKyl,14,0.03,0.638,285493,0.701,0.0,E,0.333,-2.115,Minor,0.0276,101.977,4/4,0.436
Country,Zac Brown Band,Quiet Your Mind,00bG1RjQJbmBQqXMTnLnia,37,0.373,0.46,220333,0.411,0.0,C#,0.0896,-7.238,Major,0.0314,158.988,3/4,0.115
Indie,Modest Mouse,The View,7mKkJuVgkR72ozJGvJOTHP,48,0.00165,0.655,250093,0.883,0.00813,C,0.0472,-4.913,Major,0.0443,123.0,4/4,0.69
Soundtrack,Hans Zimmer,Run Free - Soundtrack Version,75OrTolKEnimJj625JUIft,51,0.0355,0.225,381533,0.586,0.914,G,0.107,-12.108,Major,0.058,133.994,4/4,0.194
Electronic,G Jones,Pull Up,2rfHCPzXCEYL5B7Z2j4yiE,26,0.0234,0.636,207284,0.933,0.0131,C,0.212,-3.349,Major,0.515,170.276,4/4,0.392
Folk,Van Morrison,Vanlose Stairway,1Md1hcJ9mJDFSNYxh9Nlix,38,0.699,0.521,253173,0.168,0.0272,C,0.0724,-18.781,Major,0.0393,113.539,4/4,0.206
Alternative,(Sandy) Alex G,Gretel,3wo2vH5125yYbkxSRxyI6O,55,0.118,0.449,190218,0.875,0.469,G#,0.29,-6.172,Major,0.041,140.078,4/4,0.43
Comedy,Pete Holmes,3 Dimensional Human,4evcxm3gaOLi7GZia5DffA,28,0.845,0.361,443540,0.983,0.0,D,0.893,-8.22,Major,0.537,126.813,1/4,0.129
Alternative,Gorillaz,Souk Eye,4fjzDf54eBNOlW45mNe14U,55,0.43,0.64,274760,0.853,0.711,D,0.156,-7.996,Minor,0.031,124.122,4/4,0.829
Classical,Arthur Rubinstein,"'Widmung,' Liebeslied From Myrthen Op. 25 No. 1",1xsMEglmiVtBLZVCiseFU3,36,0.995,0.352,213440,0.0824,0.901,G#,0.102,-17.412,Major,0.0325,91.737,3/4,0.105
